SEQ_EQUIPE;CO_MUNICIPIO;UF;REGIAO;TIPO;CONFORME;PROBLEMAS
2151359;251150;PB;Nordeste;EMAP;True;
1576283;354870;SP;Sudeste;EMAD I;True;
2451298;353580;SP;Sudeste;EMAD II;True;
2476916;231050;CE;Nordeste;EMAD I;True;
2476924;231050;CE;Nordeste;EMAP;True;
1705210;510340;MT;Centro-Oeste;EMAD I;False;ENFERMEIRO
2488752;220985;PI;Nordeste;EMAP-R;True;
1621718;355030;SP;Sudeste;EMAP;True;
2425904;292740;BA;Nordeste;EMAD I;True;
2436825;292740;BA;Nordeste;EMAP;True;
2490188;220345;PI;Nordeste;EMAP-R;True;
2492024;354995;SP;Sudeste;EMAP-R;True;
2448904;290470;BA;Nordeste;EMAP;True;
2166593;522000;GO;Centro-Oeste;EMAP;True;
1705164;510340;MT;Centro-Oeste;EMAD I;False;ENFERMEIRO
2464608;290930;BA;Nordeste;EMAD II;False;ENFERMEIRO
2464616;290930;BA;Nordeste;EMAP;True;
2197995;292870;BA;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
2287080;351380;SP;Sudeste;EMAD I;True;
2422166;314930;MG;Sudeste;EMAD I;True;
2422174;314930;MG;Sudeste;EMAP;True;
2455250;290890;BA;Nordeste;EMAP;True;
2455234;290890;BA;Nordeste;EMAD II;True;
2493810;110040;RO;Norte;EMAD II;True;
2489880;240310;RN;Nordeste;EMAD I;True;
1486756;310620;MG;Sudeste;EMAD I;True;
1522892;330285;RJ;Sudeste;EMAP;True;
1522906;330285;RJ;Sudeste;EMAD I;True;
1522914;330285;RJ;Sudeste;EMAD I;True;
1542001;310620;MG;Sudeste;EMAD I;True;
2220539;210230;MA;Nordeste;EMAP;True;
2286491;330400;RJ;Sudeste;EMAD II;True;
1497804;330400;RJ;Sudeste;EMAP;True;
2436809;292740;BA;Nordeste;EMAD I;True;
2500140;220196;PI;Nordeste;EMAP-R;True;
2483238;221140;PI;Nordeste;EMAP-R;True;
1663569;355030;SP;Sudeste;EMAD I;False;ENFERMEIRO
2472929;230125;CE;Nordeste;EMAP-R;False;POUCAS_CATEGORIAS_NS
2409062;353070;SP;Sudeste;EMAD I;True;
2484846;280370;SE;Nordeste;EMAP-R;True;
1515500;521250;GO;Centro-Oeste;EMAD I;False;TECNICO_ENFERMAGEM
1935461;521250;GO;Centro-Oeste;EMAP;True;
1656783;310620;MG;Sudeste;EMAD I;True;
2484943;292750;BA;Nordeste;EMAD II;True;
2501740;352030;SP;Sudeste;EMAD II;True;
2491869;291910;BA;Nordeste;EMAP-R;False;POUCAS_CATEGORIAS_NS
2506971;210255;MA;Nordeste;EMAP-R;True;
1700723;230440;CE;Nordeste;EMAD I;False;ENFERMEIRO
2487373;314610;MG;Sudeste;EMAD I;True;
2477912;260420;PE;Nordeste;EMAD II;False;TECNICO_ENFERMAGEM,FISIO_OU_AS
2488698;210870;MA;Nordeste;EMAD II;False;MEDICO,TECNICO_ENFERMAGEM,FISIO_OU_AS
2483777;351840;SP;Sudeste;EMAD I;False;TECNICO_ENFERMAGEM
1482971;250750;PB;Nordeste;EMAD I;True;
1717243;312100;MG;Sudeste;EMAP;False;POUCAS_CATEGORIAS_NS
1711075;312100;MG;Sudeste;EMAD II;True;
2509962;292960;BA;Nordeste;EMAP-R;True;
2504561;270375;AL;Nordeste;EMAP-R;True;
2479265;315460;MG;Sudeste;EMAD I;True;
1589172;315460;MG;Sudeste;EMAD I;True;
2497476;220635;PI;Nordeste;EMAP-R;True;
1545388;260790;PE;Nordeste;EMAD I;False;ENFERMEIRO
1710591;260790;PE;Nordeste;EMAD I;False;ENFERMEIRO
2428431;521380;GO;Centro-Oeste;EMAP;True;
2510723;150835;PA;Norte;EMAP-R;True;
2511886;250800;PB;Nordeste;EMAP-R;True;
2512254;354170;SP;Sudeste;EMAP-R;True;
2436485;316860;MG;Sudeste;EMAD I;True;
2488922;291120;BA;Nordeste;EMAD II;True;
2488892;521523;GO;Centro-Oeste;EMAD I;True;
2202255;293190;BA;Nordeste;EMAP;True;
2460610;354130;SP;Sudeste;EMAD I;True;
2284987;420880;SC;Sul;EMAP;True;
2187582;420880;SC;Sul;EMAD II;True;
113263;240810;RN;Nordeste;EMAD I;True;
2490285;431490;RS;Sul;EMAD I;True;
2444305;261020;PE;Nordeste;EMAD II;True;
2418517;150680;PA;Norte;EMAD I;True;
342009;353440;SP;Sudeste;EMAD I;True;
1656791;310620;MG;Sudeste;EMAD I;True;
2388871;410690;PR;Sul;EMAP;True;
226696;310620;MG;Sudeste;EMAD I;True;
2490293;431490;RS;Sul;EMAD I;True;
1674765;431490;RS;Sul;EMAD I;True;
2381745;150820;PA;Norte;EMAP;True;
2164388;520735;GO;Centro-Oeste;EMAD II;True;
2223414;520735;GO;Centro-Oeste;EMAP;True;
2325888;520110;GO;Centro-Oeste;EMAD I;False;ENFERMEIRO
2418509;150680;PA;Norte;EMAD I;False;ENFERMEIRO
2154196;211230;MA;Nordeste;EMAD I;True;
2452251;510890;MT;Centro-Oeste;EMAP;True;
1563106;530010;DF;Centro-Oeste;EMAP;False;POUCAS_CATEGORIAS_NS
1477773;530010;DF;Centro-Oeste;EMAD I;True;
340189;353050;SP;Sudeste;EMAD I;True;
383465;410690;PR;Sul;EMAD I;False;ENFERMEIRO
340170;353050;SP;Sudeste;EMAP;True;
2521032;251330;PB;Nordeste;EMAP-R;True;
1656600;310620;MG;Sudeste;EMAD I;True;
2458160;510350;MT;Centro-Oeste;EMAD II;True;
2459574;211290;MA;Nordeste;EMAD II;True;
2365197;150635;PA;Norte;EMAD II;True;
2331594;160060;AP;Norte;EMAD I;True;
2426595;210570;MA;Nordeste;EMAP;True;
2331608;160060;AP;Norte;EMAP;True;
34681;160030;AP;Norte;EMAD I;True;
2206633;160030;AP;Norte;EMAD I;True;
1571451;350600;SP;Sudeste;EMAD I;True;
2477831;150650;PA;Norte;EMAP;True;
2384337;520970;GO;Centro-Oeste;EMAD II;True;
2316005;293360;BA;Nordeste;EMAD I;True;
1656112;500270;MS;Centro-Oeste;EMAD I;False;ENFERMEIRO
2513943;251440;PB;Nordeste;EMAP-R;True;
1608436;350600;SP;Sudeste;EMAD I;True;
1669184;350600;SP;Sudeste;EMAP;True;
2424282;292740;BA;Nordeste;EMAD I;True;
2424290;292740;BA;Nordeste;EMAD I;True;
1656716;310620;MG;Sudeste;EMAD I;True;
1589083;350570;SP;Sudeste;EMAD I;True;
2352192;314290;MG;Sudeste;EMAD II;True;
2395959;411990;PR;Sul;EMAD I;True;
2408996;260480;PE;Nordeste;EMAP;True;
2408988;260480;PE;Nordeste;EMAD II;True;
2456613;315990;MG;Sudeste;EMAD II;True;
2524899;251170;PB;Nordeste;EMAP-R;True;
2382172;292740;BA;Nordeste;EMAD I;False;ENFERMEIRO,TECNICO_ENFERMAGEM
1710877;230440;CE;Nordeste;EMAD I;True;
2380692;353870;SP;Sudeste;EMAD I;True;
2484234;261090;PE;Nordeste;EMAD I;True;
2484242;261090;PE;Nordeste;EMAP;True;
2480956;317065;MG;Sudeste;EMAP-R;True;
2391732;150600;PA;Norte;EMAD II;True;
2391740;150600;PA;Norte;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
2418525;150680;PA;Norte;EMAP;True;
2426587;220820;PI;Nordeste;EMAD II;True;
2455919;220820;PI;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
2465124;240220;RN;Nordeste;EMAD II;True;
2441764;412800;PR;Sul;EMAP;True;
2485672;330520;RJ;Sudeste;EMAD I;True;
1705156;510340;MT;Centro-Oeste;EMAD I;True;
230030;310620;MG;Sudeste;EMAD I;True;
2442639;313900;MG;Sudeste;EMAP;True;
2446863;350700;SP;Sudeste;EMAD I;True;
2446960;350700;SP;Sudeste;EMAP;True;
2455412;292740;BA;Nordeste;EMAD I;False;TECNICO_ENFERMAGEM
1656651;310620;MG;Sudeste;EMAP;True;
1705121;510340;MT;Centro-Oeste;EMAD I;False;MEDICO
2478234;315170;MG;Sudeste;EMAP-R;False;POUCAS_CATEGORIAS_NS
2326531;261650;PE;Nordeste;EMAP;True;
2326558;261650;PE;Nordeste;EMAD II;True;
227765;310620;MG;Sudeste;EMAD I;True;
2412985;291490;BA;Nordeste;EMAD II;True;
2444909;110020;RO;Norte;EMAD I;False;TECNICO_ENFERMAGEM
1480979;110020;RO;Norte;EMAP;True;
1608304;355030;SP;Sudeste;EMAD I;True;
2244411;522060;GO;Centro-Oeste;EMAD II;False;TECNICO_ENFERMAGEM
2469790;410480;PR;Sul;EMAD I;True;
2384043;521380;GO;Centro-Oeste;EMAD I;False;ENFERMEIRO
2130971;160030;AP;Norte;EMAP;False;POUCAS_CATEGORIAS_NS
1603647;350600;SP;Sudeste;EMAD I;True;
1686119;350600;SP;Sudeste;EMAD I;True;
2395746;292740;BA;Nordeste;EMAD I;True;
1680579;420930;SC;Sul;EMAD I;False;TECNICO_ENFERMAGEM
2352826;261000;PE;Nordeste;EMAP;True;
350524;354850;SP;Sudeste;EMAD I;True;
2486865;250135;PB;Nordeste;EMAP-R;True;
2488833;260540;PE;Nordeste;EMAP;True;
2488809;350460;SP;Sudeste;EMAD II;False;TECNICO_ENFERMAGEM
2487888;355540;SP;Sudeste;EMAD I;False;TECNICO_ENFERMAGEM
2488981;310470;MG;Sudeste;EMAP-R;True;
2312212;421320;SC;Sul;EMAD II;True;
2293870;231180;CE;Nordeste;EMAP;True;
2407515;351300;SP;Sudeste;EMAD I;True;
2456494;320160;ES;Sudeste;EMAD I;True;
1710818;230440;CE;Nordeste;EMAD I;True;
1710842;230440;CE;Nordeste;EMAD I;False;ENFERMEIRO
1710869;230440;CE;Nordeste;EMAD I;False;ENFERMEIRO
2422190;311170;MG;Sudeste;EMAD II;True;
2422859;311170;MG;Sudeste;EMAP;True;
2485680;220010;PI;Nordeste;EMAP-R;True;
2488183;355030;SP;Sudeste;EMAP;True;
2488248;292320;BA;Nordeste;EMAD II;True;
2340062;355170;SP;Sudeste;EMAP;True;
2328526;311200;MG;Sudeste;EMAP;True;
2327015;431760;RS;Sul;EMAD I;True;
2140314;280030;SE;Nordeste;EMAD I;True;
2285819;292740;BA;Nordeste;EMAD II;True;
2374927;292310;BA;Nordeste;EMAP;True;
2374730;292310;BA;Nordeste;EMAD II;True;
2152282;350950;SP;Sudeste;EMAD I;False;MEDICO,ENFERMEIRO
2395207;130353;AM;Norte;EMAP;True;
2366630;150495;PA;Norte;EMAP;True;
2366622;150495;PA;Norte;EMAD II;True;
1477331;110020;RO;Norte;EMAD I;True;
2413353;520110;GO;Centro-Oeste;EMAD I;False;ENFERMEIRO
2413388;520110;GO;Centro-Oeste;EMAP;True;
1700715;230440;CE;Nordeste;EMAD I;True;
2382210;354910;SP;Sudeste;EMAD I;True;
2185709;312770;MG;Sudeste;EMAD I;True;
2382253;310670;MG;Sudeste;EMAD I;True;
2395967;150635;PA;Norte;EMAP;True;
2411172;292740;BA;Nordeste;EMAD I;True;
2411199;292740;BA;Nordeste;EMAD I;True;
1578650;355030;SP;Sudeste;EMAP;False;POUCAS_CATEGORIAS_NS
2333171;280067;SE;Nordeste;EMAD II;True;
2381699;316270;MG;Sudeste;EMAP;True;
2388855;410690;PR;Sul;EMAD I;True;
2388812;410690;PR;Sul;EMAD I;True;
2316285;130353;AM;Norte;EMAD II;True;
2359774;150275;PA;Norte;EMAP;True;
2359731;150275;PA;Norte;EMAD II;True;
1541129;431490;RS;Sul;EMAD I;True;
1508784;150320;PA;Norte;EMAD II;True;
1508792;150320;PA;Norte;EMAP;True;
1480774;330010;RJ;Sudeste;EMAD I;True;
1700561;230440;CE;Nordeste;EMAD I;True;
2403021;352850;SP;Sudeste;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
2410370;354220;SP;Sudeste;EMAD II;True;
1579134;354980;SP;Sudeste;EMAD I;True;
2233908;410690;PR;Sul;EMAD I;False;ENFERMEIRO
2300907;412800;PR;Sul;EMAD II;True;
2451468;251670;PB;Nordeste;EMAD II;True;
2453762;311110;MG;Sudeste;EMAD II;False;TECNICO_ENFERMAGEM
1607170;355030;SP;Sudeste;EMAD I;False;ENFERMEIRO
2372967;510704;MT;Centro-Oeste;EMAP;True;
2369885;293270;BA;Nordeste;EMAP;True;
1518569;230730;CE;Nordeste;EMAD I;False;ENFERMEIRO
276391;317020;MG;Sudeste;EMAD I;True;
1549731;292120;BA;Nordeste;EMAD II;True;
1661116;292120;BA;Nordeste;EMAP;True;
2303973;261160;PE;Nordeste;EMAD II;True;
2303981;261160;PE;Nordeste;EMAP;True;
1522612;291465;BA;Nordeste;EMAD II;True;
1466593;355030;SP;Sudeste;EMAP;True;
1691805;353870;SP;Sudeste;EMAD I;True;
1691945;353870;SP;Sudeste;EMAP;True;
1588958;150080;PA;Norte;EMAD I;True;
2239566;291005;BA;Nordeste;EMAD I;True;
97322;230770;CE;Nordeste;EMAD I;False;ENFERMEIRO
97314;230770;CE;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
2184273;150548;PA;Norte;EMAP;False;POUCAS_CATEGORIAS_NS
2514680;315250;MG;Sudeste;EMAD I;True;
355070;355030;SP;Sudeste;EMAD I;False;ENFERMEIRO
2279045;260320;PE;Nordeste;EMAD II;True;
2494612;220510;PI;Nordeste;EMAP-R;True;
2293528;250190;PB;Nordeste;EMAP;True;
2185806;292880;BA;Nordeste;EMAD I;True;
2185814;292880;BA;Nordeste;EMAP;True;
134317;260005;PE;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
2494132;221100;PI;Nordeste;EMAD I;False;ENFERMEIRO,TECNICO_ENFERMAGEM
276154;317020;MG;Sudeste;EMAD I;True;
276162;317020;MG;Sudeste;EMAP;True;
276170;317020;MG;Sudeste;EMAD I;True;
2494140;221100;PI;Nordeste;EMAP;True;
1706187;317080;MG;Sudeste;EMAD II;True;
1706195;317080;MG;Sudeste;EMAP;True;
2268051;150178;PA;Norte;EMAP;True;
1708244;292600;BA;Nordeste;EMAD I;True;
1708678;292600;BA;Nordeste;EMAP;True;
2193531;350950;SP;Sudeste;EMAD I;True;
1524690;330225;RJ;Sudeste;EMAD II;True;
1707043;315780;MG;Sudeste;EMAD I;True;
1707051;315780;MG;Sudeste;EMAP;True;
1491288;314310;MG;Sudeste;EMAD I;True;
1565230;293250;BA;Nordeste;EMAP;True;
2286874;130190;AM;Norte;EMAD I;True;
2270684;150745;PA;Norte;EMAD II;True;
2270692;150745;PA;Norte;EMAP;True;
1505882;311860;MG;Sudeste;EMAD I;False;FISIO_OU_AS
1576429;311860;MG;Sudeste;EMAD I;True;
1676288;311860;MG;Sudeste;EMAP;True;
1710486;150095;PA;Norte;EMAD II;True;
1710516;150095;PA;Norte;EMAP;True;
2102803;432300;RS;Sul;EMAP;True;
1478796;354060;SP;Sudeste;EMAD I;True;
2290790;250830;PB;Nordeste;EMAD II;True;
1682296;311800;MG;Sudeste;EMAD I;False;ENFERMEIRO
1473395;355370;SP;Sudeste;EMAD I;True;
2213621;260140;PE;Nordeste;EMAD I;False;TECNICO_ENFERMAGEM
232084;310670;MG;Sudeste;EMAD I;False;ENFERMEIRO
161098;261640;PE;Nordeste;EMAD I;False;ENFERMEIRO
1484427;310560;MG;Sudeste;EMAD I;False;ENFERMEIRO
1484435;310560;MG;Sudeste;EMAP;True;
1503383;313670;MG;Sudeste;EMAP;True;
1620355;313670;MG;Sudeste;EMAP;True;
53856;210750;MA;Nordeste;EMAP;True;
53899;210750;MA;Nordeste;EMAD I;True;
1698761;250010;PB;Nordeste;EMAD II;True;
1488244;210232;MA;Nordeste;EMAP;True;
1488406;210232;MA;Nordeste;EMAD I;True;
1506323;430535;RS;Sul;EMAD II;True;
2252333;521010;GO;Centro-Oeste;EMAD II;True;
2295482;230523;CE;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
2225883;210845;MA;Nordeste;EMAD II;True;
2225891;210845;MA;Nordeste;EMAP;True;
1708600;314800;MG;Sudeste;EMAD I;False;ENFERMEIRO
190810;291080;BA;Nordeste;EMAD I;False;TECNICO_ENFERMAGEM
1518798;270040;AL;Nordeste;EMAD I;True;
1518801;270040;AL;Nordeste;EMAP;True;
1713078;430390;RS;Sul;EMAD I;False;FISIO_OU_AS
1466534;351510;SP;Sudeste;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
2172267;280290;SE;Nordeste;EMAD I;True;
2172275;280290;SE;Nordeste;EMAP;True;
1684949;410840;PR;Sul;EMAD I;False;ENFERMEIRO
2242370;521740;GO;Centro-Oeste;EMAD II;True;
2205645;420460;SC;Sul;EMAD I;False;ENFERMEIRO,TECNICO_ENFERMAGEM
2205653;420460;SC;Sul;EMAD I;False;TECNICO_ENFERMAGEM,FISIO_OU_AS
2205661;420460;SC;Sul;EMAP;True;
1504924;313670;MG;Sudeste;EMAD I;True;
2258242;240260;RN;Nordeste;EMAD I;True;
2271265;261100;PE;Nordeste;EMAP;True;
300179;330430;RJ;Sudeste;EMAD I;True;
1701657;430940;RS;Sul;EMAP;True;
1570811;431240;RS;Sul;EMAD I;False;ENFERMEIRO
1570838;431240;RS;Sul;EMAP;True;
1577360;292100;BA;Nordeste;EMAD I;False;ENFERMEIRO,TECNICO_ENFERMAGEM
2185326;130260;AM;Norte;EMAD I;True;
2021374;410110;PR;Sul;EMAP;True;
1616935;291980;BA;Nordeste;EMAD I;False;FISIO_OU_AS
1560840;292010;BA;Nordeste;EMAD II;True;
1616943;291980;BA;Nordeste;EMAP;True;
1700898;292010;BA;Nordeste;EMAP;True;
2221055;280460;SE;Nordeste;EMAP;True;
1558358;430760;RS;Sul;EMAD I;True;
1558374;430760;RS;Sul;EMAP;True;
1696564;521730;GO;Centro-Oeste;EMAD II;True;
1696580;521730;GO;Centro-Oeste;EMAP;True;
1617443;150060;PA;Norte;EMAD I;True;
2182378;120040;AC;Norte;EMAP;True;
1617451;150060;PA;Norte;EMAP;True;
1503391;311340;MG;Sudeste;EMAP;True;
1503405;311340;MG;Sudeste;EMAD I;True;
1700553;230440;CE;Nordeste;EMAD I;False;ENFERMEIRO
2279282;521460;GO;Centro-Oeste;EMAD I;False;ENFERMEIRO,TECNICO_ENFERMAGEM
2279290;521460;GO;Centro-Oeste;EMAP;True;
1685236;150140;PA;Norte;EMAD I;False;ENFERMEIRO
1672495;150140;PA;Norte;EMAD I;True;
1709585;150548;PA;Norte;EMAD I;True;
103306;231240;CE;Nordeste;EMAD I;False;ENFERMEIRO
103314;231240;CE;Nordeste;EMAP;True;
1504762;350960;SP;Sudeste;EMAD I;False;ENFERMEIRO,TECNICO_ENFERMAGEM
1706365;315780;MG;Sudeste;EMAD I;True;
2150921;230425;CE;Nordeste;EMAD II;True;
2150948;230425;CE;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
428965;431440;RS;Sul;EMAP;True;
428981;431440;RS;Sul;EMAD I;True;
429007;431440;RS;Sul;EMAD I;True;
1548530;431450;RS;Sul;EMAD II;True;
1614118;355030;SP;Sudeste;EMAP;True;
1475428;290390;BA;Nordeste;EMAD I;False;ENFERMEIRO
1475436;290390;BA;Nordeste;EMAP;True;
2159767;314390;MG;Sudeste;EMAP;True;
2180286;330220;RJ;Sudeste;EMAD I;True;
2180308;330220;RJ;Sudeste;EMAP;True;
2210436;210350;MA;Nordeste;EMAP;True;
2210428;210350;MA;Nordeste;EMAD I;True;
1708589;351050;SP;Sudeste;EMAD I;True;
1479911;330350;RJ;Sudeste;EMAD I;True;
1479938;330350;RJ;Sudeste;EMAP;False;POUCAS_CATEGORIAS_NS
1519166;330350;RJ;Sudeste;EMAD I;True;
1669338;150210;PA;Norte;EMAD I;False;TECNICO_ENFERMAGEM
1669346;150210;PA;Norte;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
1683829;430770;RS;Sul;EMAD I;True;
2182769;291600;BA;Nordeste;EMAD II;True;
2182777;291600;BA;Nordeste;EMAP;True;
2286653;313510;MG;Sudeste;EMAD I;True;
2278820;211110;MA;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
2278812;211110;MA;Nordeste;EMAD II;True;
2295393;316270;MG;Sudeste;EMAD II;True;
1511572;420890;SC;Sul;EMAD I;False;ENFERMEIRO
1710672;351110;SP;Sudeste;EMAD I;True;
1710680;351110;SP;Sudeste;EMAP;True;
2241757;230870;CE;Nordeste;EMAD I;False;MEDICO,ENFERMEIRO,TECNICO_ENFERMAGEM
2242419;230870;CE;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
2242478;231130;CE;Nordeste;EMAD I;True;
2242486;231130;CE;Nordeste;EMAP;True;
1662910;261330;PE;Nordeste;EMAD II;True;
1662929;261330;PE;Nordeste;EMAP;True;
1675508;270170;AL;Nordeste;EMAP;True;
1714805;270130;AL;Nordeste;EMAD II;True;
1714813;270130;AL;Nordeste;EMAP;True;
2291622;261320;PE;Nordeste;EMAD II;True;
1469673;330490;RJ;Sudeste;EMAD I;True;
2273020;420700;SC;Sul;EMAD I;True;
2273047;420700;SC;Sul;EMAP;True;
2275384;431870;RS;Sul;EMAD I;True;
2280310;250040;PB;Nordeste;EMAD II;True;
1678973;270920;AL;Nordeste;EMAD II;True;
1704818;270920;AL;Nordeste;EMAP;True;
2145154;355030;SP;Sudeste;EMAP;True;
342017;353440;SP;Sudeste;EMAP;True;
341991;353440;SP;Sudeste;EMAD I;True;
2254344;410830;PR;Sul;EMAP;True;
22;260170;PE;Nordeste;EMAP;True;
2162881;150550;PA;Norte;EMAD I;True;
2163268;150550;PA;Norte;EMAP;True;
1710656;130060;AM;Norte;EMAD I;False;ENFERMEIRO,TECNICO_ENFERMAGEM
1498924;351880;SP;Sudeste;EMAD I;False;ENFERMEIRO
2256398;520920;GO;Centro-Oeste;EMAD II;True;
1531441;351880;SP;Sudeste;EMAP;True;
333662;352210;SP;Sudeste;EMAD I;False;ENFERMEIRO
295469;330320;RJ;Sudeste;EMAD I;False;TECNICO_ENFERMAGEM
295477;330320;RJ;Sudeste;EMAP;True;
2135744;230280;CE;Nordeste;EMAD I;True;
1657046;150553;PA;Norte;EMAD I;False;ENFERMEIRO,TECNICO_ENFERMAGEM
1682172;520880;GO;Centro-Oeste;EMAD I;True;
1698184;520880;GO;Centro-Oeste;EMAP;True;
1709879;251080;PB;Nordeste;EMAP;True;
2167468;150590;PA;Norte;EMAD I;True;
2169215;270230;AL;Nordeste;EMAD I;True;
2169169;520540;GO;Centro-Oeste;EMAD II;True;
2172631;520540;GO;Centro-Oeste;EMAP;False;POUCAS_CATEGORIAS_NS
2251264;230730;CE;Nordeste;EMAP;True;
2256010;130260;AM;Norte;EMAP;True;
1683365;521190;GO;Centro-Oeste;EMAD I;True;
1683373;521190;GO;Centro-Oeste;EMAP;True;
1506234;355030;SP;Sudeste;EMAD I;False;ENFERMEIRO
2152037;350950;SP;Sudeste;EMAD I;True;
1700928;270510;AL;Nordeste;EMAP;True;
1708856;130240;AM;Norte;EMAD I;False;ENFERMEIRO
1708864;130240;AM;Norte;EMAP;True;
1526448;411790;PR;Sul;EMAP;True;
1709267;231150;CE;Nordeste;EMAD II;False;TECNICO_ENFERMAGEM
1709356;231150;CE;Nordeste;EMAP;True;
2232820;410450;PR;Sul;EMAD II;True;
2232839;410450;PR;Sul;EMAP;True;
1850695;292060;BA;Nordeste;EMAD I;False;ENFERMEIRO
1708082;351830;SP;Sudeste;EMAD II;False;TECNICO_ENFERMAGEM
1708635;351830;SP;Sudeste;EMAP;True;
2243768;261100;PE;Nordeste;EMAD II;True;
2243601;421570;SC;Sul;EMAD II;True;
2239442;292520;BA;Nordeste;EMAD II;True;
1484052;270430;AL;Nordeste;EMAD I;True;
1654144;270750;AL;Nordeste;EMAD II;True;
1654195;270750;AL;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS
2179849;330070;RJ;Sudeste;EMAD I;True;
1531220;521710;GO;Centro-Oeste;EMAD II;True;
1531255;521710;GO;Centro-Oeste;EMAP;True;
1715151;292440;BA;Nordeste;EMAD II;True;
1715178;292440;BA;Nordeste;EMAP;True;
1481606;220840;PI;Nordeste;EMAD I;False;TECNICO_ENFERMAGEM
1481622;220840;PI;Nordeste;EMAP;True;
1727990;315460;MG;Sudeste;EMAP;True;
1534866;312670;MG;Sudeste;EMAD II;True;
1534874;312670;MG;Sudeste;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
2308207;261070;PE;Nordeste;EMAD II;False;MEDICO
2248093;291005;BA;Nordeste;EMAP;True;
2244144;521150;GO;Centro-Oeste;EMAD I;False;ENFERMEIRO
276383;317020;MG;Sudeste;EMAD I;True;
2232650;292370;BA;Nordeste;EMAD II;True;
2232669;292370;BA;Nordeste;EMAP;True;
2227975;520013;GO;Centro-Oeste;EMAD II;True;
2227983;520013;GO;Centro-Oeste;EMAP;True;
2234971;230830;CE;Nordeste;EMAD II;True;
2234998;230830;CE;Nordeste;EMAP;True;
1493272;313760;MG;Sudeste;EMAP;True;
1584308;150220;PA;Norte;EMAD I;True;
1591398;150220;PA;Norte;EMAP;True;
435384;432000;RS;Sul;EMAD I;True;
1483552;354780;SP;Sudeste;EMAD I;False;MEDICO,ENFERMEIRO
324698;351060;SP;Sudeste;EMAP;True;
1483579;354780;SP;Sudeste;EMAD I;False;ENFERMEIRO
1483757;354780;SP;Sudeste;EMAD I;False;ENFERMEIRO
1483811;354780;SP;Sudeste;EMAD I;True;
2280868;270850;AL;Nordeste;EMAD II;False;FISIO_OU_AS
2295350;313940;MG;Sudeste;EMAP;True;
2047047;290600;BA;Nordeste;EMAP;True;
1899856;292050;BA;Nordeste;EMAD II;False;TECNICO_ENFERMAGEM
290289;330100;RJ;Sudeste;EMAD I;True;
1555529;211130;MA;Nordeste;EMAD I;True;
1573594;313580;MG;Sudeste;EMAD II;True;
219487;293330;BA;Nordeste;EMAD I;False;ENFERMEIRO
219495;293330;BA;Nordeste;EMAP;True;
1620630;260170;PE;Nordeste;EMAP;True;
354430;355030;SP;Sudeste;EMAD I;True;
2235692;230240;CE;Nordeste;EMAD I;False;ENFERMEIRO
2242265;521740;GO;Centro-Oeste;EMAP;True;
1708333;250600;PB;Nordeste;EMAP;True;
1513079;230625;CE;Nordeste;EMAP;True;
2233932;410690;PR;Sul;EMAD I;False;ENFERMEIRO
2243210;313670;MG;Sudeste;EMAD I;True;
2256029;130260;AM;Norte;EMAD I;True;
308420;330455;RJ;Sudeste;EMAD I;False;ENFERMEIRO
2129744;292050;BA;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
1708627;291710;BA;Nordeste;EMAD II;True;
1717235;291710;BA;Nordeste;EMAP;True;
1714821;251390;PB;Nordeste;EMAD II;True;
1617605;520030;GO;Centro-Oeste;EMAD II;True;
1617613;520030;GO;Centro-Oeste;EMAP;True;
2280493;315560;MG;Sudeste;EMAP;False;POUCAS_CATEGORIAS_NS
2280507;315560;MG;Sudeste;EMAD II;True;
1675842;240420;RN;Nordeste;EMAD II;True;
1675400;352390;SP;Sudeste;EMAD I;True;
1675419;352390;SP;Sudeste;EMAP;True;
2227649;410860;PR;Sul;EMAD II;True;
2227630;410860;PR;Sul;EMAP;True;
2258382;520010;GO;Centro-Oeste;EMAD II;True;
2258390;520010;GO;Centro-Oeste;EMAP;True;
1507494;231140;CE;Nordeste;EMAD I;True;
1666819;150130;PA;Norte;EMAD I;True;
1705024;150130;PA;Norte;EMAP;True;
1622048;250370;PB;Nordeste;EMAP;False;POUCAS_CATEGORIAS_NS,CHS_TOTAL_INSUFICIENTE
1518534;250510;PB;Nordeste;EMAD II;True;
